descricao;endereco;area;quartos;suites;wc;vagas;valor;condominio;lat;lon;weblink
Lindo apartamento Localizado em um dos bairros mais nobres de Curitiba o Ecoville. O edifício Casablanca é um condomínio clube que conta com dois apartamentos por andar todos com 214 m de área privativa e 315 m de área total. Essa unidade possui 3 quartos sendo 2 suítes, sala ampla com sacada para 2 ambientes com lareira, 5 banheiros sendo 1 lavabo, cozinha com armários planejados, lavanderia com armários e tanque,. Condomínio oferece: salão de festas, espaço gourmet, piscina, quadra poliesportiva, academia completa, brinquedoteca e portaria 24 horas e 2 vagas de garagens. Entre em contato e agende uma visita, venha conhecer seu futuro imóvel. Atendimento facilitando via whatsapp.;Rua Professor Pedro Viriato Parigot de Souza;318;3;2;5;2;1850000;1450;-25.436603;-49.32528;https://www.vivareal.com.br/imovel/apartamento-3-quartos-mossungue-bairros-curitiba-com-garagem-214m2-venda-RS1850000-id-2584958685/
Com vista definitiva para o cartão postal mais visitado de Curitiba, este apartamento encontra-se localizado em frente ao Jardim Botânico, com 75,42m² de área privativa, planta original de 3 quartos, atualmente com 2 quartos, sendo 1 suíte, com fácil reversão. Living estendido, cozinha com integração com a sala de estar, churrasqueira privativa à carvão, banheiro social, mobiliado e com 1 vaga de garagem coberta e bem posicionada. O Condomínio Arbore possui um projeto arquitetônico contemporâneo e diferenciado, equipado com piscina, mercado, brinquedoteca, espaço gourmet, playground, portaria 24 horas, salão de festas, quadra de esportes e academia.O IMÓVEL ENCONTRA-SE DESOCUPADO E FICAM TODOS OS MÓVEIS QUE ESTÃO NO ANÚNCIO.*Valores sujeitos a alteração sem aviso prévio. Verifique a disponibilidade com um consultor Seven Realty.*;-;91;2;1;2;1;585000;580;-;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-botanico-bairros-curitiba-com-garagem-75m2-venda-RS585000-id-2583347427/
Edificio Dona Nina BatelApartamento 3 dormitórios - 1 vaga - BatelA localização desse apartamento é privilegiada.Próximo ao Shopping Pátio Batel, a Praça do Japão, colégios, restaurantes, clinicas médicas, hospitais e todos os serviços indispensáveis para a sua rotina.A planta é bem distribuída, sala para dois ambientes, cozinha, área de serviço, despensa e banheiro de serviço. A área intima possui 3 dormitórios, sendo 1 suíte.O apartamento possui armários nos dormitórios, na cozinha, na área de serviço, nos banheiros e na despensa.Aquecimento da água por aquecedor de passagem.Vaga de garagem livre.Entre em contato, vamos agendar uma visita e conhecer pessoalmente esse imóvel!!! - -;Avenida Visconde de Guarapuava;160;3;1;1;1;590000;1285;-25.446117;-49.291807;https://www.vivareal.com.br/imovel/apartamento-3-quartos-batel-bairros-curitiba-com-garagem-140m2-venda-RS590000-id-2572547123/
APARTAMENTO com 2 suítes e 2 vagas no bairro ÁGUA VERDEO QUE VOCÊ PROCURA PARA O CONFORTO DE SUA FAMÍLIA?-Duas suítes.-Duas vagas exclusivas e cobertas.-Área de lazer? Um condomínio clube para que não precise sair de casa.-Uma sala Ampla e com todo Requinte? Especialmente ampliada para receber aqueles amigos especiais com todo conforto. Estes são apenas alguns pequenos detalhes deste apartamento, ficou curioso (a)? Marque sua visita e venha conhecer sua nova casa.Atualizado quarta, 26 outubro 2022;Rua Rio Grande do Sul;120;2;2;3;2;1450000;-;-;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-120m2-venda-RS1450000-id-2563411253/
;Rua Professora Doracy Cezzarino;228;3;3;5;2;1149000;730;-;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-126m2-venda-RS1149000-id-2427731270/
Um espaço para viver, inspirar e deixar o tempo passar sem pressa. Descubra a incomparável sensação de viver em um imóvel único com ótima vista panorâmica e excelente localização.Venha conhecer a opção ideal para morar bem, com o melhor custo-benefício, no melhor do Juvevê!Localizado na Rua Bom Jesus, no Juvevê, é uma rua tranquila que fica entre duas importantes vias, a Rua Augusto Stresser e a Rua José de Alencar.Aqui pertinho você encontra a Praça Brigadeiro Mário Eppinghauss, local de eventos gastronômicos e lazer.A região do Juvevê e Cabral são conhecidas por ser um polo de gastronomia e qualidade de vida, pois suas ruas tranquilas e bem residenciais se integram com vias de comércio e serviços. Sua proximidade ao Centro de Curitiba também tornam o endereço desejado por quem quer economizar tempo nos seus trajetos do dia a dia.Colégio Passionista, UFPR Agrárias, IPPUC, Colégio Positivo Ambiental e muito maisTodos os apartamentos tem: Sacada com churrasqueira a carvão, preparação para ar condicionado, rebaixamento em gesso em todo o apartamento, banheiros com nichos no box, tampos em mármore e metais de alta qualidade.- Opções de unidades 2 e 3 dormitórios- Sustentabilidade – Captação de energia solar com capacidade de produção média de 400Kw/h- Hall de entrada Decorado e Mobiliado- Projeto luminotécnico das áreas comuns 100% em LED- Academia com Sala de Ginástica mobiliada com equipamentos modernos e eficientes- Carta de crédito para piso em porcelanato e/ou laminado- Possibilidade de instalação de piso aquecido- Detalhes arquitetônicos com pele de vidro e projeto diferenciadoQuer saber mais? Entre em contato e venha conhecer!*unidades a partir de R$ 774.459,38 (apto 103)Verificar Disponibilidade na tabela de vendasCRECI: J-05961;Rua Bom Jesus;93;2;1;2;1;774459;0;-25.416261;-49.250736;https://www.vivareal.com.br/imovel/apartamento-2-quartos-juveve-bairros-curitiba-com-garagem-75m2-venda-RS774459-id-2581862008/
Oportunidade: Excelente Apartamento com elevador, garagem coberta no subsolo exclusiva, gás encanado e sistema de água quente no banheiro e cozinha, no Residencial Passione, localizada na Rua Estrada Velha do Barigui, nº 460, bem próximo do terminal do Fazendinha. O imóvel possui 3 quartos, sala para dois ambientes, cozinha e banheiro. Ficará no apartamento jogo de cozinha e balcão da sala.Excelente localização próximo do Amplo comércio das ruas Raul Pompéia e João Dembinski onde estão localizados os Bancos Santander, Bradesco, Itaú e CEF. Bem próximo do condomínio panificadoras, mercado, pizzaria, etc. Condomínio possui elevador, salão de festas, playground, pequena academia, jardim, vagas de estacionamento descoberta e no sub solo garagem exclusiva do imóvel. Entre em contato com Xavier Assessor Imobiliário pelos fones do anúncio ( Tim e Whatsapp ) para tirar suas dúvidas e agendar uma visita.;Rua Vereador Elias Karam;-;3;-;1;1;250000;0;-;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-fazendinha-bairros-curitiba-com-garagem-68m2-venda-RS250000-id-2564111760/
CONDOMÍNIO RESIDENCIAL SPAZIO CHARDONNAY - PINHEIRINHO - 02 quartos com suite...Apto. super bem conservado e semi-mobiliado em Condomínio Club - com face voltada para o Nordeste - super aconchegante - posicionado no 3o. andar do último do bloco (privilegiado pelo silêncio) - Localização estratégica com acesso fácil tanto para o centro da cidade através da via rápida Pinheirinho/Centro (que fica atrás do condomínio) quanto para viagens através da Linha Verde (que fica em frente do condomínio).DADOS DO IMÓVEL:> LOCALIZAÇÃO: Linha Verde (BR-116) - 17.906 - Apto. 405 - Cond. Residencial Spazio Chardonnay - Bairro Pinheirinho - Curitiba/Pr.> ÁREA TOTAL: 57,15m2> ÁREA PRIVATIVA: 49,05m2> FACE: Nordeste> IDADE DO EMPREENDIMENTO: 12 anosDISTRIBUIÇÃO DE ACOMODAÇÕES:> 02 quartos (sendo 01 suite)> 01 sala p/ 02 ambientes > 01 cozinha contendo armário c/ bancada de granito + 01 balcão > 01 lavanderia c> 02 banheiro (social e suite) c/ armário e bóx em vidro temperado> 01 vaga de estacionamentoDETALHES: Piso porcelanato na cozinha e banheiro e piso laminado na sala e quartos O CONDOMÍNIO OFERECE:Portaria 24hs – Salão de festas – Espaço Fitness – Espaço Gourmet – Quadra poliesportiva – Churrasqueira coletiva – Monitoramento. Valor do condomínio: R$ 220,00OBSERVAÇÃO: Proprietário analisa propostas.;Rodovia BR-116;57;2;1;2;1;259000;370;-25.50963;-49.287569;https://www.vivareal.com.br/imovel/apartamento-2-quartos-pinheirinho-bairros-curitiba-com-garagem-49m2-venda-RS259000-id-2582954687/
VILA MOURA - PORTAOUm apartamento lindo, decoração industrial, moderno e lindo.Fica como esta, apartamento com apenas 2 anos, novinho, VENDE PORTEIRA FECHADACondomínio com áreas de lazer.Vaga de garagem com deposito.Venha conhecer e fazer uma excelente negociação. -;Rua Álvaro Andrade;76;2;0;1;1;548000;415;-;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-portao-bairros-curitiba-com-garagem-50m2-venda-RS548000-id-2566150083/
"Excelente apto, recém-reformado, localizado em região privilegiada, próximo ao Shopping Crystal e Shopping Curitiba, mercados, farmácias, colégios, faculdades, fácil acesso a transporte público, contendo:- 01 quarto amplo com piso laminado;- Sala de estar e jantar com piso laminado, integradas com a cozinha e iluminação com trilho e spots ;- 01 banheiro com armário novo, cuba, tampo em granito, espelho, chuveiro, nicho e box de vidro;- Cozinha com revestimentos e armários novos, tampo em granito, torneira e pia em inox, iluminação com trilho e spots. Bancada em mdf com prateleiras superiores em estilo industrial separando a cozinha das salas;- Área de serviço separada da cozinha por divisória de vidro com tanque e varal;- 6º Andar;- 01 vaga de garagem;- Portaria 24 hrs;**Os objetos de decoração não fazem parte do apto, exceto o espelho do banheiro.";Rua Doutor Pedrosa;58;1;0;1;1;285000;567;-;-;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-com-garagem-38m2-venda-RS285000-id-2583782858/
Apartamento 3 quartos no Bairro Ahú* Apolar vende apartamento último andar, com 3 dormitórios, com elevador, garagem livre no Ahú em Curitiba.* Ampla sala para dois ambientes.* Sacada na sala.*Gás encanado* Armários planejados* Três dormitórios* Banheiro social* banheiro de serviço* Área de serviço separada*Garagem coberta livre e numerada nº 604 no subsoloCRECI: J-05972Detalhes do ImóvelDormitórios: 3Área do Terreno: 10.56 m²Metragem: 99.13 m²Área Total: 99.13 m²Área Útil: 70.79 m²Garagem: 1Idade: 41 anosCondomínio: SimPermuta: NãoFace: LestePavimentação: Asfalto;Rua Guaratuba;99;3;-;2;1;378000;480;-25.401424;-49.261759;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ahu-bairros-curitiba-com-garagem-70m2-venda-RS378000-id-2573501678/
O apartamento no bairro Pilarzinho tem 175 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros.Estuda Propostas.;Avenida Fredolin Wolf;-;3;1;2;2;540000;428000;-25.383067;-49.287875;https://www.vivareal.com.br/imovel/apartamento-3-quartos-pilarzinho-bairros-curitiba-com-garagem-175m2-venda-RS540000-id-2503423920/
PRONTO PARA MORAR!O lançamento perfeito para você no Champagnat!Localizado em um dos melhores bairros de Curitiba, o JARDIM CHAMPAGNAT possuí um design com arquitetura moderna e urbana o que deixa o bairro ainda mais charmoso. Com excelente padrão de acabamento interno e externo, o empreendimento é um excelente investimento para você e sua família.Com unidades de 3 dormitórios com suíte, suas plantas variam de 75 m² a 94m² de área privativa. Com ambientes amplos, todos os espaços foram pensados para o maior conforto de seus moradores(as) e visitantes e ainda possuem infraestrutura para instalação de ar-condicionado.Além da excelente metragem interna, os apartamentos de 3 dormitórios contam com sacada gourmet.02 vagas de garagem.O empreendimento ainda conta com 3 lojas comerciais térreas.Não perca essa oportunidade e entre em contato agora mesmo para mais informações.UNIDADES DISPONÍVEIS PARA VENDA COM CONDICOES IMPERDÍVEIS DE PAGAMENTOS COM ATÉ 60 VEZES DIRETO COM A CONSTRUTORA.*Estagio: PRONTO PARA MORAR.*Banheiros: 2 a 3*Vagas: 2- Fotos meramente ilustrativas.- Fotos utilizadas do apto decorado.- Móveis não compõem o valor do imóvel.- Consultar disponibilidade de unidades.Agende sua visita - Telefone: ou WhatsApp: (41) 9.;-;138;3;1;2;2;777315;550;-;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-champagnat-bairros-curitiba-com-garagem-81m2-venda-RS777315-id-2580415137/
Azure Imóveis vende apartamento no Cabral!Apartamento Garden em localização privilegiada no Cabral.Peças amplas e bem distribuídas : 3 dormitórios, sendo uma suíte com closet (atualmente convertido para 2),Cozinha mobiliadaSala de estar e jantarEscritórioGarden Lavanderia2 vagas de garagem.Condomínio conta com portaria 24 horas, piscina, academia, 2 salões de festa e quadra de esportes. Agende sua visita e venha conhecer!;-;157;3;1;3;2;722000;1100;-;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-128m2-venda-RS722000-id-2583751956/
Excelente apartamento de 3 dormitórios, 90% mobiliado, no bairro Mossunguê/Ecoville, possui 65 metros quadrados, com 3 quartos, sendo 1 suíte e 2 banheiros.Possui academia, espaço gourmet, área verde de jardim, área de recreação infantil, salões de festas.Vai lhe possibilitar, curtir os dias mais quentes na piscina, praticar diversos esportes na quadra poli esportiva. Espaço reservado com 4 salões de festa, para preparar o seu churrasco.Elevador que garante o transporte das suas malas e compras.Encontra-se em um condomínio muito bem protegido, proporcionando segurança pra você e sua família, com circuito interno e portaria 24 horas!!! Imóvel muito bem conservado, pronto para morar !!! Já está com os móveis planejados, na cozinha, 2 quartos e banheiros !!!- 3 dormitórios - 1 suíte com armário, e teto rebaixado em gesso- 1 dos quartos está com móveis planejados, inclusive cama e colchão- 2 banheiros com armários planejados e box blindex- 1 vaga coberta e livre - sala com mesa, cadeiras, sofá e teto rebaixado em gesso - sacada com churrasqueira a carvão - cozinha com armário planejado e toda mobiliada com eletros - lavanderia com armário planejado- aquecedor a gás - elevador - piscina aquecida, coberta com teto retrátil - playground- 4 salões de festas - face oeste ensolarado - portaria 24 horas - circuito de segurança Muito bem conservado, todo apartamento tem sancas em gesso. Agende um visitaAtt 11/10;Rua Professor Pedro Viriato Parigot de Souza;91;3;1;2;1;449000;450;-25.434567;-49.327747;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ecoville-bairros-curitiba-com-garagem-65m2-venda-RS449000-id-2568699608/
Referência: ALR022Apartamento à venda no Ahú, de 74,97m², com 3 quartos - Ed. Villagio di RomaVenha morar com todo o conforto, segurança e tranquilidade no bairro Ahú, entre as ruas São Sebastião e Manoel Eufrásio, próximo ao Fórum Criminal de Curitiba e Justiça Federal. Localização privilegiada, numa tranquila área residencial, o imóvel conta com uma variedade de serviços próximos: mercearia, padaria Piegel, academia, restaurantes diversos e empório Scopel, uma região bem servida de comércios e serviços. Apartamento com 74,92m² de área privativa, com 3 quartos sendo 1 suíte com armários, sala para 2 ambientes com sacada, cozinha com armários integrada à área de serviço, banheiro social e 1 vaga de garagem coberta.Prédio com total segurança, com portaria 24h e câmeras de segurança. O condomínio Villaggio di Roma oferece lazer completo, com lindo paisagismo, pergolado, salão de festas, quadra poliesportiva churrasqueira e playground.Condomínio com portaria 24h, sistemas de segurança (câmeras), quadra poliesportiva, playground, salão de festas. Aquecimento a gás nas torneiras e chuveiros.Janelas com venezianas.;-;113;3;1;2;1;465000;720;-;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ahu-bairros-curitiba-com-garagem-74m2-venda-RS465000-id-2583623395/
"Apartamento para Venda, Mascarenhas de Moraes no bairro Santa Cândida, localizado na cidade de Curitiba / PR.   Com 2 dormitórios, sendo 1 suíte, possui 1 banheiro, 1 vaga de garagem, 1 sala, localizado em condomínio, construído no ano de 2022.   Área Total de 50,02 m², Área Privativa de 50,02 m².   Valor do Imóvel R$ 275.000,00, O valor pode ser alterado sem aviso prévio.   Área Comum: Elevador de Serviço, Escadaria, Espaço Gourmet com Churrasqueira, Gourmet Interno, Hall de Entrada, Interfone, Piscina, Playground, Portão Eletrônico.   Área Privativa: Alvenaria Convencional (tijolo), Cozinha, Demi-Suíte, Face Leste, Sacada Técnica, Suíte.   Infraestrutura: Central de Gás, Custos de Água e Luz Individuais, Lixeira.   Proximidades: Bares e Restaurantes, Escola, Farmácia, Supermercado, Academia, Açougue, Casa Lotérica, Igreja, Padaria, Ponto de Ônibus, Posto de Gasolina.      - Área Comum: Elevador de Serviço, Escadaria, Espaço Gourmet com Churrasqueira, Gourmet Interno, Hall de Entrada, Interfone, Piscina, Playground, Portão Eletrônico,   - Área Privativa: Alvenaria Convencional (tijolo), Cozinha, Demi-Suíte, Face Leste, Sacada Técnica, Suíte,   - Infraestrutura: Central de Gás, Custos de Água e Luz Individuais, Lixeira,   - Proximidades: Bares e Restaurantes, Escola, Farmácia, Supermercado, Academia, Açougue, Casa Lotérica, Igreja, Padaria, Ponto de Ônibus, Posto de Gasolina,   O valor pode ser alterado sem aviso prévio   Observação: Valor do m² diferenciado.   Pontos Fortes: Alvenaria Convencional (tijolo);  Opção de 1, 2 ou 3 garagens (a confirmar);  Facilidade de comprovação de renda no financiamento.";Avenida Marechal Mascarenhas de Moraes;50;2;1;1;1;275000;-;-25.38102;-49.218753;https://www.vivareal.com.br/imovel/apartamento-2-quartos-santa-candida-bairros-curitiba-com-garagem-50m2-venda-RS275000-id-2566131885/
"Apolar vende excelente Apartamento térreo, Condomínio Residencial Belleville, localizado no bairro Vila Izabel.Imóvel com ótimo acabamento, de frente para a rua, com sacada e aquecimento a gás nas torneiras e chuveiro do jeito que você procura! Próximo a vasta estrutura comercial da região.Dispõe de :- Sala para dois ambientes com piso cerâmico e sacada com grades; - Cozinha com pia;- Área de serviço ampla;- Um quarto com closet e grades na janela;- Um quarto de solteiro com armário e grades na janela;- Uma suíte com grades na janela;- Banheiro da suíte com armário, tampo em granito e box de vidro;- Banheiro social com armário, tampo em granito e box de vidro;- Um vaga de garagem coberta e demarcada no subsolo.Não perca a oportunidade de ter seu imóvel. Tire suas dúvidas e agende a sua visita com um de nossos corretores.  CRECI: J-06471";Rua Professor Sebastião Paraná;72;3;1;2;1;365000;399;-25.459751;-49.294402;https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-72m2-venda-RS365000-id-2537605896/
Venda a partir de R$ 260.000,00Locação a partir de R$ 1.400,00 .Vaga de estacionamento R$300,00 mensais.Segurança, praticidade e conforto são um dos diferenciais do Residencial Silvio Skraba!Alto padrão 100% mobiliado e planejado.Localizado próximo a faculdade PUC e Hipermercado Carrefour.Estratégico para quem busca praticidade.Studios com área privativa de a partir de 32m² e Área total de 59,40m².01 dormitórioCozinhaBanheiroSacada e churrasqueira*.Condomínio oferece academia equipada, salão de festas mobiliado, portaria remota, portão eletrônico, e monitoramento.*consultar disponibilidade. -;Rua Jóquei Clube;59;1;0;1;0;1400;300;-25.452552;-49.255751;https://www.vivareal.com.br/imovel/apartamento-1-quartos-prado-velho-bairros-curitiba-36m2-venda-RS260000-id-2568566339/
Lindo apartamento com piso laminado de madeira impecável!  4º andar sem elevadorCondomínio com excelente infraestrutura de segurança e lazer, com quadra de esportes, playground, bicicletario, Market 24h, Salões de festa equipados e decorados, Espaço Pet, Espaço Fitness, Caixa dágua do condomínio com volume o suficiente para não faltar água, monitoramento por câmeras, portaria 24h...enfim, todo o conforto que sua família merece e tudo isso em excelente localização!450 metros do maravilhoso Parque do Bacacheri, do Museu Egípcio, próximo à comércio, hospital e supermercados!Agende sua visita!!A mobilia não está inclusa neste valor, podendo ser negociada à parte.Aquecimento à gás- medidor individualÁgua- rateioObs. Valores e disponibilidade sujeito à alteração sem aviso prévio. Consulte o corretor.Características do imóvelÁrea de serviçoArmário embutidoPiso laminadoVarandaMais informações em www.shimodaimoveis.com.br;Rua Jorge Bonn;83;3;1;2;1;299000;370;-;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bacacheri-bairros-curitiba-com-garagem-73m2-venda-RS299000-id-2565846054/
"Apartamento IGLOO água verde, andar alto, mobiliado, ensolarado, 1 dormitórios, 47 m² privativos, 1 vaga de garagem.. Ambientes com Móveis planejados;. Cozinha com armários planejados, cooktop por indução 4 bocas embutido na bancada, forno elétrico, geladeira e microondas.. Sala de estar com sofá, painel e TV;. Sala de jantar;. Sacada gourmet com churrasqueira a carvão;. Dormitório com armários planejados;. Banheiro com armário, espelho e bóx;. Todos os ambientes com Luminária e rebaixo em gesso;. Piso laminado nos dormitórios;. Piso laminado na sala de estar e jantar;Localização privilegiada ao lado do Clube Curitibano e perto de importantes referências de praticidade e serviços:. Agências bancárias: Banco do brasil, CEF, Bradesco, Santander, Itaú. Lotéricas. Lojas de conveniência. Supermercados Condor, angeloni, e festival. Panificadoras. Açougues. Frutarias. Universidades. Cursinhos. Hospitais. Clínicas médicas. Farmácias. Gastronomias diversas. Shopping barigui. Shopping pátio batel. Parque bariguiÁreas comuns: Piscina coberta e aquecida, academia, sauna, SPA, salão de festas, sala de cinema, lavanderia, home office, churrasqueiras externas, quadra poliesportiva, playground e portaria 24 horas.Valor sujeito a alteração sem prévio aviso! Alternativas similares clique na logo da imobiliária…";Rua Professor Dario Veloso;70;1;-;1;1;500000;500;-25.459491;-49.289396;https://www.vivareal.com.br/imovel/apartamento-1-quartos-agua-verde-bairros-curitiba-com-garagem-47m2-venda-RS500000-id-2577338235/
"Um apartamento simplesmente maravilhoso!!!Sim, esse imóvel está prontinho para vc morar.Com 2 quartos, já com armários, painel para TV, estação de trabalho, sanca em gesso, iluminação e persianas;Sala para dois ambientes; com sanca em gesso e iluminação;Cozinha com armários com tampo em granito, cooktop e forno elétrico;Área de serviço com armário;Banheiro com chuveiro elétrico, box blindex, armário tampo em mármore travertino e cuba sobreposta;Vaga de garagem livre;Condomínio com jardim, churrasqueiras, quiosques, salão de festa, quadra poliesportiva, playground e vigilância 24 horas.*** Valores sujeitos a alteração, sem aviso prévio****** Documentação OK para financiamento e uso do FGTS***AGENDE JÁ SUA VISITA!!! -";Rua Juvenal Carvalho;44;2;0;1;1;219000;395;-;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-fazendinha-bairros-curitiba-com-garagem-44m2-venda-RS219000-id-2585549052/
EUROBUILDING | Vista Panorâmica do Ecoville em todos os ambientes | Edifício Moderno, novo | Apartamento amplo e integrado.UMA RESIDÊNCIA SUSPENSA | More na segurança de um edifício com a personalidade de uma casa.ÓTIMA LOCALIZAÇÃO | Um dos bairros mais verdes Curitiba, onde a tranquilidade convive em harmonia com a cidade.UM APARTAMENTO POR ANDAR | 3° andar | Com 372,75m² de área privativa e 581,98m² de área total. | 4 vagas de garagem com dimensões de padrão superior.HALL de entrada e elevador privativo com senha individual.LIVING em vão livre | Vários ambientes integrados a partir do elevador privativo | Estar Social com lareira | Estar Íntimo | Lavabo | Ampla varanda integrada com o Living.4 SUÍTES | 2 com Hidromassagem | Vários espaços para armários.COZINHA ESPAÇOSA | Área de serviço | Dependência de empregada.SOBRE O CONDOMÍNIO | Portaria 24 horas | Segurança | Privacidade e conforto aos moradores | Estacionamento para visitantes | Quadra poliesportiva | Piscina aquecida adulta e Infantil | Espaço Gourmet | Academia | Bosque Privativo.OBS: IMÓVEL COM EXCLUSIVIDADE DE NEGOCIAÇÃO REURBANA.PARCERIA COM IMOBILIÁRIAS E CORRETORES. -;Rua Deputado Heitor Alencar Furtado;582;4;4;6;4;3500000;3500;-25.440072;-49.338665;https://www.vivareal.com.br/imovel/apartamento-4-quartos-ecoville-bairros-curitiba-com-garagem-373m2-venda-RS3500000-id-2585687635/
"APARTAMENTO A VENDA NO BAIRRO UBERABA - CURITIBA - PARANÁ.  Área Total de 66,00 m²  Área Privativa de 46,00 m²  R$ 250.000,00   Contendo:  - 02 dormitórios;  - 01 banheiro com box em vidro;  - Sala estar/jantar conceito aberto;  - Sacada com churrasqueira;  - Salão de festas;  - Parquinho;  - Academia;  - Quadra poliesportiva;  - Quiosque;  - Vaga veiculo fixa descoberta;  - IPTU R$ 448,00;  - Valor do Condomínio R$ 290,00.   Características:  - Móveis Planejados.   Proximidades:  - Bares;  - Restaurantes;  - Escola;  - Farmácia;  - Shopping Center;  - Supermercado.      - Características: Móveis Planejados,   - Cômodos: Área de Serviço, Copa, Cozinha,   - Proximidades: Bares e Restaurantes, Escola, Farmácia, Shopping Center, Supermercado,   Pontos Fortes: Iluminado  Ventilação cruzada ";Avenida Senador Salgado Filho;66;2;0;1;1;250000;290;-25.489433;-49.222271;https://www.vivareal.com.br/imovel/apartamento-2-quartos-uberaba-bairros-curitiba-com-garagem-46m2-venda-RS250000-id-2561831855/
Apartamento reformado 4 Quartos / 4 Banheiros - Alto da Glória - Rua Campos Sales 220Edifício Grand PalaisAmplo apartamento reformado situado em região nobre, à poucas quadras do shopping Mueller e do Museu Oscar Niemeyer.CARACTERÍSTICAS:- 183,47 m² total.- 149,35 m² privativos.- Reformado.- Semi-mobiliado.- 04 Quartos (1 suíte).- Suíte com hidromassagem.- Banheiro social.- Lavabo.- Área De Serviço.- Cozinha.- Sala de estar.- Sala de TV.- Sacada com churrasqueira a carvão.- Dependência de empregada com suíte.- Aquecedor de passagem novo.- 02 Vagas de garagem.DETALHES DO CONDOMÍNIO:- Salão de festas.- Playground.- Portaria 24 horas.- Academia.- Portão eletrônico.- Jardim.- Salão de Jogos.- Sauna.- Elevadores.Localização: Rua Campos Sales 220 - Alto da Glória.Sobre o Bairro:O bairro é considerado um dos melhores da cidade, principalmente por conta de dois grandes cartões postais e pontos turísticos famosos de Curitiba. Trata-se de um dos bairros de menor extensão de Curitiba, cerca de 0,88km², o que representa 0,20% da área total da cidade, mas muito conhecido pelo seu teor residencial.O Alto da Glória possui cerca de 6.000 habitantes, 3.000 domicílios e, segundo dados do documento do Instituto de Pesquisa e Planejamento Urbano de Curitiba (IPPUC), a sua economia é gerida principalmente pelo setor de serviços.O bairro Alto da Glória foi fundado pelo engenheiro Luiz Henrique, Barão de Holleben, natural de Rudolstadt, na Alemanha, por volta do ano de 1856Entre em contato com um corretor da M8 Negócios Imobiliários para agendar uma visita ou obter maiores informações.(*) Valores sujeito a alterações sem aviso prévio.;-;183;4;1;4;2;799000;900;-;-;https://www.vivareal.com.br/imovel/apartamento-4-quartos-alto-da-gloria-bairros-curitiba-com-garagem-149m2-venda-RS799000-id-2585161528/
"Apartamento pronto para morar, porteira fechada, numa localização maravilhosa, rua tranquila, poucos metros do Condor da Av. Agua Verde e prédio pequeno recém pintado. Apartamento térreo, totalmente mobiliado e decorado com arquiteto. Cozinha com armários lindos, modernos, iluminação em LED, torneira da pia com saída de água quente e fria e com filtro embutido, Geladeira Brastemp Inverse Inox , coifa inox Eletrolux, microondas Inox Brastemp, Forno embutido a gás, inox Eletrolux, Lava louça 8 serviços Brastemp prata, Cooktop Brastemp 4 bocas. Cozinha integrada com sala, por uma parede de cobogós amarela, maravilhosa!Lavanderia toda com armários super otimizados, tábua de passar embutida, torneira de inox moderna, central a gás e Máquina lava e seca 12 Kg Samsung. Hall de entrada com um móvel super estiloso, Adega de vinhos climatizada Brastemp (13 garrafas). Belíssima sala de estar com painel sob medida. A área externa foi fechada e possui uma cobertura adicional de vidro temperado fumê. Pode ser aberta por controle remoto para ventilação. Sala de jantar com Churrasqueira a Gás Napaleon, frigobar retrô Brastemp Vermelho, pia da churrasqueira com torneira inox e ainda um sofázinho num espaço para receber visitas ou mesmo para seu filho brincar.Quarto de solteiro todo com armários ótimos, cama box baú. Banheiros lindos, social e da suíte, reformados, box blindex, torneiras com água quente e fria e chuveiros em inox quadrados flat. Quarto da suíte também com armários, cama box baú.Detalhes: Todas as portas são de correr em acabamento fino e puxadores de inox ; Todas as luminárias ficarão no imóvel; Teto de gesso com design moderno; Cortinas rolôs em todos os quartos, que ainda têm película (Insulfilm dupla) nos vistas da janela e 3 ar condicionados split ( esquenta e esfria). Ou seja, arrume a mala e se mude pois está tudo perfeitamente completo. Quer mais? Possui uma vaga de garagem livre! São 60 m² de área privativa sendo, 44,03 m² averbados.Agende sua visita - Telefone: ou WhatsApp: (41) 9.";-;75;2;1;2;1;355000;146;-;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-60m2-venda-RS355000-id-2566102737/
